"timestamp","open","close","low","high","index","ema","ema-grad","ndr","ndr+05","ndr-05","ndr+075","ndr-075","ndr+1","ndr-1","env-dist","grad-ndr-10","ndr-grad","rsi","rsi","rsi","rsi","rsi","rsi","rsi","rsi","rsi-ema-grad","ema-area","stoch"
"2022-01-01 00:00:00","46244.63","46316.17","46228.0","46500.0","0","46316.17","0.8927359999998589","46316.17","","","","","","","","2.6715954495186454","2.6715954495186454","","","","","","","","","","",""
"2022-01-01 00:15:00","46315.46","46359.09","46211.35","46394.44","1","46338.488399999995","2.3572686567164784","46342.885954495185","","","","","","","","8.99903626865962","8.99903626865962","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","","",""
"2022-01-01 00:30:00","46359.1","46603.64","46334.08","46664.91","2","46434.03343283582","3.1620904281150435","46496.15072537319","","","","","","","","13.520317652919038","13.520317652919038","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","0.0","",""
"2022-01-01 00:45:00","46603.71","46656.85","46566.17","46744.99","3","46496.59292140575","2.482932094543212","46613.292307553565","","","","","","","","10.692414153389109","10.692414153389109","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","0.0","",""
"2022-01-01 01:00:00","46656.85","46760.66","46573.65","46762.51","4","46558.18003756298","2.207240366827755","46709.99900844097","","","","","","","","8.03598151893857","8.03598151893857","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","0.0","",""
"2022-01-01 01:15:00","46762.51","46800.0","46736.81","46931.0","5","46606.954939747135","1.530774689319078","46774.01193793234","","","","","","","","3.211008906583811","3.211008906583811","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","-0.03749925908749305","",""
"2022-01-01 01:30:00","46800.0","46761.78","46739.79","46881.59","6","46634.71877202894","1.0306903083185899","46774.21918657265","","","","","","","","0.07836151619958401","0.07836151619958401","90.70416441870242","98.12503704562535","90.70416441870242","98.12503704562535","90.70416441870242","98.12503704562535","90.70416441870242","98.12503704562535","-0.06251899921337468","",""
"2022-01-01 01:45:00","46761.78","46780.85","46719.81","46895.14","7","46658.489455163064","1.0461716084167711","46775.57916825633","","","","","","","","2.2064087847786142","2.2064087847786142","91.14890577314304","96.87405003933127","91.14890577314304","96.87405003933127","91.14890577314304","96.87405003933127","91.14890577314304","96.87405003933127","-0.039147122317560845","",""
"2022-01-01 02:00:00","46778.0","46848.97","46769.32","46865.0","8","46687.027352449775","0.967820722902543","46818.34736226822","","","","","","","","2.814749174720055","2.814749174720055","92.53161760683038","96.1676809297473","92.53161760683038","96.1676809297473","92.53161760683038","96.1676809297473","92.53161760683038","96.1676809297473","-0.03800317496673045","",""
"2022-01-01 02:15:00","46850.0","46829.2","46827.17","46929.2","9","46706.88049130819","0.5778677758172853","46831.87415175073","","","","","","","","-0.9232853412155236","-0.9232853412155236","88.19955004309807","94.97389129099474","88.19955004309807","94.97389129099474","88.19955004309807","94.97389129099474","88.19955004309807","94.97389129099474","-0.07253321863936094","",""
"2022-01-01 02:30:00","46828.2","46775.68","46728.5","46831.5","10","46715.92074124064","0.41165837895459845","46799.88165544391","","","","","","","","-1.6425178467237855","-1.6425178467237855","77.55157055007612","92.54101999777926","77.55157055007612","92.54101999777926","77.55157055007612","92.54101999777926","77.55157055007612","92.54101999777926","-0.08366332295110794","",""
"2022-01-01 02:45:00","46776.75","46808.55","46757.7","46855.13","11","46727.46341025592","0.45159688274696236","46799.023794816254","","","","","","","","0.6474229581166583","0.6474229581166583","79.22065530164264","90.79072514343935","79.22065530164264","90.79072514343935","79.22065530164264","90.79072514343935","79.22065530164264","90.79072514343935","-0.062396576813323466","",""
"2022-01-01 03:00:00","46808.55","46820.26","46757.45","46848.73","12","46738.50058537799","0.3724617726070574","46812.830114606244","","","","","","","","0.5662655826934497","0.5662655826934497","79.80029322244019","89.42119115711309","79.80029322244019","89.42119115711309","79.80029322244019","89.42119115711309","79.80029322244019","89.42119115711309","-0.0574872451425415","",""
"2022-01-01 03:15:00","46819.21","46804.96","46779.56","46895.06","13","46746.086498886274","0.4244017428411462","46810.34910647012","","","","","","","","1.520605897031419","1.520605897031419","76.76913751690316","87.91636288631227","76.76913751690316","87.91636288631227","76.76913751690316","87.91636288631227","76.76913751690316","87.91636288631227","-0.04765060169056852","","False"
"2022-01-01 03:30:00","46804.95","46869.98","46798.93","46893.72","14","46759.720672520045","0.36703669475071365","46843.24223254687","","","","","","","","0.8329622563098382","0.8329622563098382","80.2269068057272","87.03866107258466","80.2269068057272","87.03866107258466","80.2269068057272","87.03866107258466","80.2269068057272","87.03866107258466","-0.057372994567743946","","False"
"2022-01-01 03:45:00","46869.97","46804.01","46804.0","46892.45","15","46764.43833362381","-0.14713315969667748","46827.00835159632","","","","","","","","-6.163252005502363","-6.163252005502363","68.94695164392066","85.04771315792507","68.94695164392066","85.04771315792507","68.94695164392066","85.04771315792507","68.94695164392066","85.04771315792507","-0.11306676180491905","","False"
"2022-01-01 04:00:00","46804.0","46647.73","46629.12","46872.86","16","46752.36401453521","-0.34594599952746646","46719.977192436825","","","","","","","","-6.782832033728482","-6.782832033728482","50.66525238377671","81.3853229823387","50.66525238377671","81.3853229823387","50.66525238377671","81.3853229823387","50.66525238377671","81.3853229823387","-0.1277800090987293","","False"
"2022-01-01 04:15:00","46646.87","46700.54","46621.59","46716.75","17","46747.14103364744","-0.14102018311343273","46691.35171092175","","","","","","","","-0.34192050368583293","-0.34192050368583293","55.03036749295378","78.65871270298861","55.03036749295378","78.65871270298861","55.03036749295378","78.65871270298861","55.03036749295378","78.65871270298861","-0.0977706188717994","","False"
"2022-01-01 04:30:00","46701.12","46728.57","46634.39","46749.0","18","46745.31300537954","-0.1214030415788875","46713.13878236311","","","","","","","","0.9499064658117277","0.9499064658117277","57.20747435174402","76.49679203874874","57.20747435174402","76.49679203874874","57.20747435174402","76.49679203874874","57.20747435174402","76.49679203874874","-0.08668261734049935","","False"
"2022-01-01 04:45:00","46728.57","46701.29","46692.31","46833.99","19","46741.07088156849","-0.037884559856465785","46710.349840237985","46784.395314368485","46636.304366107484","46821.418051433735","46599.281629042234","46858.440788498985","46562.258891976984","-0.12235508441766973","1.3549025207383238","1.3549025207383238","54.429196327200316","74.32458183596364","54.429196327200316","74.32458183596364","54.429196327200316","74.32458183596364","54.429196327200316","74.32458183596364","-0.07205479663825941","","False"
"2022-01-01 05:00:00","46696.45","46765.91","46668.64","46765.92","20","46743.418777386716","1.2359973471537524","46740.236832777875","46797.194544963044","46683.279120592706","46825.673401055625","46654.800264500125","46854.15225714821","46626.32140840754","0.45074084328853203","20.12679448810486","20.12679448810486","59.47913734546129","72.89405220683577","59.47913734546129","72.89405220683577","59.47913734546129","72.89405220683577","59.47913734546129","72.89405220683577","-0.013042584772104248","","True"
