epoch,timestamp,low,high,open,close,volume
1640997660.0,2022-01-01 00:41:00,46535.56,46627.66,46553.64,46612.92,8.09628401
1640997720.0,2022-01-01 00:42:00,46608.48,46664.14,46608.48,46631.08,19.19574609
1640997780.0,2022-01-01 00:43:00,46626.06,46664.91,46634.6,46650.02,20.36753192
1640997840.0,2022-01-01 00:44:00,46601.58,46650.01,46650.01,46603.64,8.01172262
1640997900.0,2022-01-01 00:45:00,46566.17,46619.98,46603.71,46615.05,6.98827682
1640997960.0,2022-01-01 00:46:00,46610.0,46639.07,46615.04,46631.89,6.50789595
1640998020.0,2022-01-01 00:47:00,46623.53,46667.33,46628.19,46667.33,10.29526739
1640998080.0,2022-01-01 00:48:00,46649.38,46744.99,46667.33,46713.39,20.96159088
1640998140.0,2022-01-01 00:49:00,46675.12,46734.78,46713.39,46694.53,18.53487896
1640998200.0,2022-01-01 00:50:00,46679.38,46705.71,46691.01,46694.23,10.69209383
1640998260.0,2022-01-01 00:51:00,46683.91,46718.63,46694.2,46683.91,9.90396187
1640998320.0,2022-01-01 00:52:00,46632.09,46685.01,46683.92,46661.26,16.55051759
1640998380.0,2022-01-01 00:53:00,46639.81,46668.11,46664.76,46650.04,3.8858424
1640998440.0,2022-01-01 00:54:00,46641.12,46694.23,46650.03,46665.2,15.08223468
1640998500.0,2022-01-01 00:55:00,46657.94,46682.37,46665.2,46679.21,6.9479486
1640998560.0,2022-01-01 00:56:00,46664.0,46682.18,46678.4,46675.53,3.30685539
1640998620.0,2022-01-01 00:57:00,46669.01,46689.1,46678.43,46689.06,5.25701934
1640998680.0,2022-01-01 00:58:00,46665.0,46689.1,46687.62,46670.74,9.52200296
1640998740.0,2022-01-01 00:59:00,46639.7,46676.22,46666.6,46656.85,20.86496668
1640998800.0,2022-01-01 01:00:00,46650.0,46665.0,46656.85,46650.0,8.79292423
1640998860.0,2022-01-01 01:01:00,46600.0,46651.82,46651.82,46604.53,6.925485
1640998920.0,2022-01-01 01:02:00,46582.49,46616.4,46604.52,46616.06,6.23244945
1640998980.0,2022-01-01 01:03:00,46582.15,46622.39,46622.39,46582.15,4.96471895
1640999040.0,2022-01-01 01:04:00,46574.0,46598.74,46582.16,46579.86,11.10173858
1640999100.0,2022-01-01 01:05:00,46573.65,46596.71,46573.65,46586.12,8.73702668
1640999160.0,2022-01-01 01:06:00,46586.11,46618.64,46586.11,46616.37,4.09793312
1640999220.0,2022-01-01 01:07:00,46606.87,46638.08,46616.93,46633.99,8.19206422
1640999280.0,2022-01-01 01:08:00,46634.0,46665.0,46634.0,46655.78,5.74525345
1640999340.0,2022-01-01 01:09:00,46650.49,46665.0,46655.78,46665.0,9.60422316
1640999400.0,2022-01-01 01:10:00,46664.99,46729.86,46665.0,46725.41,22.77121728
1640999460.0,2022-01-01 01:11:00,46686.04,46727.88,46723.82,46718.12,12.00741385
1640999520.0,2022-01-01 01:12:00,46711.98,46759.55,46718.12,46719.45,7.79616998
1640999580.0,2022-01-01 01:13:00,46717.48,46744.54,46720.92,46735.0,5.99878422
1640999640.0,2022-01-01 01:14:00,46735.0,46762.51,46737.59,46760.66,10.21633832
1640999700.0,2022-01-01 01:15:00,46736.81,46776.99,46762.51,46776.2,27.25267948
1640999760.0,2022-01-01 01:16:00,46775.75,46825.99,46776.99,46823.45,11.7235674
1640999820.0,2022-01-01 01:17:00,46822.84,46888.62,46823.49,46862.58,11.34817017
1640999880.0,2022-01-01 01:18:00,46826.05,46868.46,46864.33,46868.46,33.95688083
1640999940.0,2022-01-01 01:19:00,46842.78,46891.07,46868.46,46873.68,13.7900727
1641000000.0,2022-01-01 01:20:00,46870.48,46931.0,46872.3,46898.62,26.02453696
1641000060.0,2022-01-01 01:21:00,46862.62,46906.15,46899.11,46863.81,27.08450459
1641000120.0,2022-01-01 01:22:00,46808.4,46879.7,46863.63,46826.96,31.13086275
1641000180.0,2022-01-01 01:23:00,46826.29,46870.51,46826.29,46848.29,6.24606731
1641000240.0,2022-01-01 01:24:00,46795.07,46851.98,46849.58,46846.44,8.5202933
1641000300.0,2022-01-01 01:25:00,46806.19,46868.93,46848.72,46811.05,6.93327559
1641000360.0,2022-01-01 01:26:00,46782.64,46816.65,46809.18,46799.11,6.17413025
1641000420.0,2022-01-01 01:27:00,46788.68,46835.08,46802.23,46800.92,5.04578758
1641000480.0,2022-01-01 01:28:00,46782.64,46800.0,46793.41,46788.97,8.13413742
1641000540.0,2022-01-01 01:29:00,46788.96,46800.0,46788.97,46800.0,8.32683061
1641000600.0,2022-01-01 01:30:00,46794.62,46831.48,46800.0,46827.06,32.56282029
1641000660.0,2022-01-01 01:31:00,46805.38,46832.33,46826.94,46805.38,8.90302524
1641000720.0,2022-01-01 01:32:00,46801.27,46850.0,46804.22,46849.01,14.1510058
1641000780.0,2022-01-01 01:33:00,46838.3,46869.82,46849.92,46855.15,8.36250987
1641000840.0,2022-01-01 01:34:00,46834.07,46865.06,46851.13,46837.55,13.42480123
1641000900.0,2022-01-01 01:35:00,46830.38,46871.56,46838.35,46850.02,7.81235642
1641000960.0,2022-01-01 01:36:00,46850.02,46881.59,46850.02,46868.55,4.50933592
1641001020.0,2022-01-01 01:37:00,46833.9,46871.53,46867.99,46839.25,3.72404621
1641001080.0,2022-01-01 01:38:00,46788.0,46848.89,46838.12,46788.0,9.90023322
1641001140.0,2022-01-01 01:39:00,46749.09,46809.09,46788.0,46801.16,16.16323088
1641001200.0,2022-01-01 01:40:00,46752.87,46800.97,46800.97,46772.91,5.43609074
1641001260.0,2022-01-01 01:41:00,46739.79,46782.71,46772.92,46744.47,6.89847569
1641001320.0,2022-01-01 01:42:00,46744.48,46774.16,46744.48,46761.07,3.94021982
1641001380.0,2022-01-01 01:43:00,46756.74,46771.98,46761.07,46761.94,5.11557409
1641001440.0,2022-01-01 01:44:00,46756.74,46778.34,46761.93,46761.78,5.85061717
1641001500.0,2022-01-01 01:45:00,46761.78,46771.61,46761.78,46768.61,1.5678248
1641001560.0,2022-01-01 01:46:00,46725.16,46769.29,46765.98,46737.33,3.62124688
1641001620.0,2022-01-01 01:47:00,46719.99,46744.07,46736.82,46735.46,6.29451965
1641001680.0,2022-01-01 01:48:00,46719.81,46776.48,46735.46,46767.2,16.9526974
1641001740.0,2022-01-01 01:49:00,46743.92,46781.16,46770.47,46771.67,13.02084566
1641001800.0,2022-01-01 01:50:00,46762.82,46784.26,46771.67,46769.63,6.27316235
1641001860.0,2022-01-01 01:51:00,46767.87,46895.14,46772.64,46850.34,58.80217871
1641001920.0,2022-01-01 01:52:00,46780.82,46865.76,46850.34,46798.98,26.45189122
1641001980.0,2022-01-01 01:53:00,46775.34,46812.96,46795.97,46779.8,8.51546506
1641002040.0,2022-01-01 01:54:00,46779.77,46826.89,46779.8,46816.33,12.61440005
1641002100.0,2022-01-01 01:55:00,46777.68,46827.71,46814.75,46785.33,4.00498694
1641002160.0,2022-01-01 01:56:00,46781.66,46805.51,46785.33,46796.91,2.18135575
1641002220.0,2022-01-01 01:57:00,46768.19,46798.16,46795.24,46768.19,2.32525033
1641002280.0,2022-01-01 01:58:00,46754.7,46797.05,46768.43,46788.81,9.27904601
1641002340.0,2022-01-01 01:59:00,46772.14,46797.05,46788.81,46780.85,2.53910316
1641002400.0,2022-01-01 02:00:00,46769.32,46813.02,46778.0,46802.28,9.05182093
1641002460.0,2022-01-01 02:01:00,46775.07,46804.38,46802.28,46797.62,5.50034873
1641002520.0,2022-01-01 02:02:00,46788.39,46807.37,46790.85,46801.96,4.05832145
1641002580.0,2022-01-01 02:03:00,46801.95,46825.0,46801.96,46819.97,3.58904715
1641002640.0,2022-01-01 02:04:00,46812.06,46825.0,46816.63,46824.35,7.56470675
1641002700.0,2022-01-01 02:05:00,46812.42,46825.0,46822.19,46815.49,6.68098701
1641002760.0,2022-01-01 02:06:00,46795.02,46839.66,46817.07,46835.2,13.73879569
1641002820.0,2022-01-01 02:07:00,46832.84,46865.0,46835.19,46845.57,3.44852147
1641002880.0,2022-01-01 02:08:00,46835.58,46859.0,46847.3,46845.18,8.84278199
1641002940.0,2022-01-01 02:09:00,46805.8,46851.89,46845.21,46809.76,3.82641582
1641003000.0,2022-01-01 02:10:00,46788.38,46827.28,46808.15,46827.27,3.08629457
1641003060.0,2022-01-01 02:11:00,46820.41,46844.01,46827.27,46830.31,4.4050211
1641003120.0,2022-01-01 02:12:00,46825.83,46860.92,46830.6,46843.95,12.76221737
1641003180.0,2022-01-01 02:13:00,46840.0,46857.54,46843.94,46850.0,6.79428794
1641003240.0,2022-01-01 02:14:00,46827.28,46850.0,46849.99,46848.97,7.10819689
1641003300.0,2022-01-01 02:15:00,46850.0,46917.6,46850.0,46900.37,15.89123274
1641003360.0,2022-01-01 02:16:00,46888.72,46908.73,46900.37,46897.45,4.33188102
1641003420.0,2022-01-01 02:17:00,46893.84,46913.83,46897.45,46904.23,9.16354526
1641003480.0,2022-01-01 02:18:00,46895.19,46906.75,46904.23,46904.48,3.68472196
1641003540.0,2022-01-01 02:19:00,46901.91,46929.2,46904.88,46914.56,4.85933112
1641003600.0,2022-01-01 02:20:00,46903.09,46926.01,46914.53,46913.1,5.17577149
1641003660.0,2022-01-01 02:21:00,46880.82,46913.98,46912.15,46905.23,7.19852255
1641003720.0,2022-01-01 02:22:00,46853.95,46912.72,46906.4,46860.0,9.75764499
1641003780.0,2022-01-01 02:23:00,46850.0,46880.0,46860.0,46863.05,18.20852196
1641003840.0,2022-01-01 02:24:00,46832.49,46879.1,46861.69,46843.79,9.91427137
1641003900.0,2022-01-01 02:25:00,46830.95,46858.64,46843.79,46846.95,3.57384788
1641003960.0,2022-01-01 02:26:00,46836.57,46850.67,46847.23,46845.05,1.17117796
1641004020.0,2022-01-01 02:27:00,46831.29,46860.22,46843.9,46852.48,15.8465092
1641004080.0,2022-01-01 02:28:00,46850.97,46872.29,46852.48,46860.0,18.49898542
1641004140.0,2022-01-01 02:29:00,46827.17,46872.17,46860.0,46829.2,14.79837515
1641004200.0,2022-01-01 02:30:00,46818.38,46831.5,46828.2,46820.0,7.69831482
1641004260.0,2022-01-01 02:31:00,46802.67,46820.0,46819.99,46810.57,12.84138851
1641004320.0,2022-01-01 02:32:00,46791.26,46820.0,46810.57,46794.78,18.08054078
1641004380.0,2022-01-01 02:33:00,46790.0,46811.97,46794.77,46795.26,2.33737383
1641004440.0,2022-01-01 02:34:00,46790.0,46804.86,46795.27,46791.65,2.33054563
1641004500.0,2022-01-01 02:35:00,46789.36,46803.77,46791.64,46795.76,2.98951147
1641004560.0,2022-01-01 02:36:00,46732.19,46798.29,46794.21,46758.02,17.83889726
1641004620.0,2022-01-01 02:37:00,46728.5,46759.72,46758.02,46739.99,3.76001165
1641004680.0,2022-01-01 02:38:00,46735.59,46742.31,46739.99,46736.3,4.53908731
1641004740.0,2022-01-01 02:39:00,46735.59,46766.39,46736.3,46755.64,8.80812855
1641004800.0,2022-01-01 02:40:00,46753.07,46774.0,46756.31,46763.9,5.79500923
1641004860.0,2022-01-01 02:41:00,46761.84,46793.72,46763.9,46783.59,2.65563837
1641004920.0,2022-01-01 02:42:00,46769.0,46790.7,46783.14,46785.81,8.02949401
1641004980.0,2022-01-01 02:43:00,46785.81,46801.38,46785.81,46797.62,4.56869668
1641005040.0,2022-01-01 02:44:00,46773.0,46797.63,46797.63,46775.68,3.22674326
1641005100.0,2022-01-01 02:45:00,46776.75,46805.41,46776.75,46805.41,8.96037895
1641005160.0,2022-01-01 02:46:00,46793.26,46808.78,46803.05,46804.99,1.67614618
1641005220.0,2022-01-01 02:47:00,46804.99,46839.31,46804.99,46828.2,10.59569835
1641005280.0,2022-01-01 02:48:00,46805.67,46828.2,46828.19,46813.79,4.13953557
1641005340.0,2022-01-01 02:49:00,46800.0,46813.79,46813.79,46804.72,2.23589238
1641005400.0,2022-01-01 02:50:00,46779.25,46807.08,46804.71,46790.01,3.98408673
1641005460.0,2022-01-01 02:51:00,46792.46,46823.46,46794.73,46821.72,5.7997835
1641005520.0,2022-01-01 02:52:00,46808.54,46827.56,46821.94,46816.55,5.20401521
1641005580.0,2022-01-01 02:53:00,46813.72,46820.0,46813.73,46820.0,1.41823482
1641005640.0,2022-01-01 02:54:00,46815.38,46825.0,46820.0,46819.42,3.97332654
1641005700.0,2022-01-01 02:55:00,46816.66,46849.26,46820.0,46848.79,6.45540322
1641005760.0,2022-01-01 02:56:00,46826.99,46855.13,46845.33,46855.12,4.00110342
1641005820.0,2022-01-01 02:57:00,46757.7,46855.12,46855.12,46772.75,17.52094974
1641005880.0,2022-01-01 02:58:00,46764.29,46796.85,46774.79,46792.51,5.25985567
1641005940.0,2022-01-01 02:59:00,46792.88,46816.69,46794.79,46808.55,4.11789447
1641006000.0,2022-01-01 03:00:00,46800.0,46820.92,46808.55,46813.46,3.71530751
1641006060.0,2022-01-01 03:01:00,46800.04,46820.93,46813.47,46805.71,2.82794983
1641006120.0,2022-01-01 03:02:00,46782.95,46818.49,46804.59,46786.44,6.54547363
1641006180.0,2022-01-01 03:03:00,46758.15,46787.85,46786.44,46763.15,3.31502928
1641006240.0,2022-01-01 03:04:00,46757.45,46792.7,46763.14,46781.2,4.26737969
1641006300.0,2022-01-01 03:05:00,46773.58,46788.29,46788.28,46775.68,1.87169745
1641006360.0,2022-01-01 03:06:00,46777.06,46797.03,46777.06,46793.35,2.71623325
1641006420.0,2022-01-01 03:07:00,46793.01,46817.97,46795.79,46808.98,6.86697919
1641006480.0,2022-01-01 03:08:00,46795.29,46815.1,46809.27,46798.51,4.72008207
1641006540.0,2022-01-01 03:09:00,46788.0,46820.93,46799.7,46820.93,4.30007328
1641006600.0,2022-01-01 03:10:00,46820.67,46848.73,46820.93,46834.49,6.51110215
1641006660.0,2022-01-01 03:11:00,46815.93,46841.82,46834.1,46815.93,4.48422187
1641006720.0,2022-01-01 03:12:00,46804.41,46830.0,46815.93,46821.9,6.9156088
1641006780.0,2022-01-01 03:13:00,46810.01,46830.0,46821.89,46810.01,2.21445132
1641006840.0,2022-01-01 03:14:00,46810.01,46830.0,46810.02,46820.26,4.05322769
1641006900.0,2022-01-01 03:15:00,46804.08,46847.23,46819.21,46841.41,4.52040494
1641006960.0,2022-01-01 03:16:00,46841.41,46879.1,46841.41,46879.1,5.24198542
1641007020.0,2022-01-01 03:17:00,46877.64,46888.0,46879.09,46885.66,3.27998288
1641007080.0,2022-01-01 03:18:00,46858.84,46884.83,46879.73,46881.91,7.41503584
1641007140.0,2022-01-01 03:19:00,46875.24,46895.06,46881.99,46880.0,6.66520836
1641007200.0,2022-01-01 03:20:00,46849.63,46880.0,46879.99,46852.49,3.39353353
1641007260.0,2022-01-01 03:21:00,46847.16,46868.32,46852.36,46858.15,4.3831151
1641007320.0,2022-01-01 03:22:00,46845.0,46861.05,46860.81,46852.29,8.24052968
1641007380.0,2022-01-01 03:23:00,46805.02,46849.99,46848.42,46805.06,4.4030276
1641007440.0,2022-01-01 03:24:00,46779.56,46808.9,46805.05,46790.21,12.80972838
1641007500.0,2022-01-01 03:25:00,46788.72,46817.37,46790.21,46805.42,1.09026309
1641007560.0,2022-01-01 03:26:00,46790.61,46806.82,46805.42,46804.24,5.15463082
1641007620.0,2022-01-01 03:27:00,46790.59,46811.38,46803.5,46800.8,6.3455839
1641007680.0,2022-01-01 03:28:00,46795.99,46849.61,46795.99,46821.27,24.65910515
1641007740.0,2022-01-01 03:29:00,46803.67,46837.67,46821.18,46804.96,7.03607665
1641007800.0,2022-01-01 03:30:00,46804.95,46844.53,46804.95,46833.19,3.89779891
1641007860.0,2022-01-01 03:31:00,46810.19,46832.68,46832.68,46818.19,3.73557199
1641007920.0,2022-01-01 03:32:00,46799.76,46819.92,46818.77,46799.85,19.35089896
1641007980.0,2022-01-01 03:33:00,46798.93,46856.3,46800.62,46849.25,17.43826012
1641008040.0,2022-01-01 03:34:00,46838.56,46852.07,46850.71,46845.09,5.99567482
1641008100.0,2022-01-01 03:35:00,46826.84,46848.58,46846.74,46838.57,10.15904065
1641008160.0,2022-01-01 03:36:00,46841.83,46862.03,46849.92,46861.22,4.34423249
1641008220.0,2022-01-01 03:37:00,46850.03,46862.57,46860.5,46857.99,4.20397734
1641008280.0,2022-01-01 03:38:00,46835.08,46861.39,46858.0,46835.09,17.18821941
1641008340.0,2022-01-01 03:39:00,46835.09,46851.92,46835.09,46847.76,2.96672949
1641008400.0,2022-01-01 03:40:00,46835.11,46850.76,46847.76,46850.72,2.83234478
1641008460.0,2022-01-01 03:41:00,46841.6,46878.0,46850.76,46868.14,11.33832558
1641008520.0,2022-01-01 03:42:00,46859.83,46882.09,46868.13,46870.18,2.64474297
1641008580.0,2022-01-01 03:43:00,46866.05,46893.72,46866.62,46884.74,4.59382943
1641008640.0,2022-01-01 03:44:00,46862.11,46891.32,46884.74,46869.98,3.97632089
1641008700.0,2022-01-01 03:45:00,46869.97,46890.0,46869.97,46887.57,3.71502203
1641008760.0,2022-01-01 03:46:00,46880.37,46892.45,46880.37,46882.47,3.87251082
1641008820.0,2022-01-01 03:47:00,46859.44,46886.25,46882.46,46861.59,5.92408144
1641008880.0,2022-01-01 03:48:00,46850.72,46870.56,46863.13,46858.06,8.80325082
1641008940.0,2022-01-01 03:49:00,46821.96,46872.31,46859.92,46822.72,8.45922023
1641009000.0,2022-01-01 03:50:00,46806.05,46825.47,46824.0,46819.69,2.150653
1641009060.0,2022-01-01 03:51:00,46807.33,46819.64,46815.02,46816.53,1.77826878
1641009120.0,2022-01-01 03:52:00,46804.62,46829.64,46816.53,46811.05,5.78949507
1641009180.0,2022-01-01 03:53:00,46811.05,46853.24,46811.05,46847.86,2.61215813
1641009240.0,2022-01-01 03:54:00,46837.14,46867.53,46847.82,46863.25,3.61683666
1641009300.0,2022-01-01 03:55:00,46838.37,46865.7,46863.77,46856.59,3.22436218
1641009360.0,2022-01-01 03:56:00,46843.28,46856.59,46856.58,46845.54,5.04109607
1641009420.0,2022-01-01 03:57:00,46804.02,46849.06,46844.95,46815.09,8.26612917
1641009480.0,2022-01-01 03:58:00,46812.17,46823.65,46815.09,46823.65,2.31882123
1641009540.0,2022-01-01 03:59:00,46804.0,46822.07,46822.07,46804.01,4.04361041
1641009600.0,2022-01-01 04:00:00,46803.33,46838.9,46804.0,46838.9,4.70368673
1641009660.0,2022-01-01 04:01:00,46827.68,46846.36,46838.9,46838.9,4.45846468
1641009720.0,2022-01-01 04:02:00,46823.34,46844.85,46838.9,46831.05,6.17137617
1641009780.0,2022-01-01 04:03:00,46828.65,46842.23,46831.04,46837.47,1.53461267
1641009840.0,2022-01-01 04:04:00,46834.34,46853.56,46837.47,46848.69,18.63810841
1641009900.0,2022-01-01 04:05:00,46848.68,46872.86,46848.69,46860.59,18.83317138
1641009960.0,2022-01-01 04:06:00,46832.23,46867.84,46861.84,46834.62,18.91110709
1641010020.0,2022-01-01 04:07:00,46830.88,46857.3,46834.87,46844.68,5.61075316
1641010080.0,2022-01-01 04:08:00,46833.33,46844.68,46844.68,46839.36,3.15757916
1641010140.0,2022-01-01 04:09:00,46825.87,46844.68,46839.37,46833.78,7.90910277
1641010200.0,2022-01-01 04:10:00,46818.28,46840.99,46835.35,46840.99,3.02269365
1641010260.0,2022-01-01 04:11:00,46830.0,46840.99,46840.99,46833.57,3.10319967
1641010320.0,2022-01-01 04:12:00,46792.78,46834.4,46833.93,46792.79,5.03953682
1641010380.0,2022-01-01 04:13:00,46761.33,46812.08,46792.79,46774.7,10.1642896
1641010440.0,2022-01-01 04:14:00,46629.12,46771.78,46771.78,46647.73,27.27469586
1641010500.0,2022-01-01 04:15:00,46637.93,46705.8,46646.87,46677.79,20.8033564
1641010560.0,2022-01-01 04:16:00,46648.45,46704.53,46677.79,46678.68,27.32260431
1641010620.0,2022-01-01 04:17:00,46655.68,46693.73,46678.68,46655.87,27.65403912
1641010680.0,2022-01-01 04:18:00,46621.59,46658.93,46651.32,46625.46,3.49387418
1641010740.0,2022-01-01 04:19:00,46624.36,46631.5,46628.97,46629.59,1.33512768
1641010800.0,2022-01-01 04:20:00,46628.03,46674.91,46628.03,46673.3,14.33720317
1641010860.0,2022-01-01 04:21:00,46656.62,46689.3,46675.74,46658.24,5.70385348
1641010920.0,2022-01-01 04:22:00,46658.24,46699.33,46658.24,46685.99,2.97438781
1641010980.0,2022-01-01 04:23:00,46647.67,46686.0,46686.0,46664.62,10.70922287
1641011040.0,2022-01-01 04:24:00,46648.44,46678.19,46663.92,46666.91,5.71329184
1641011100.0,2022-01-01 04:25:00,46661.18,46696.49,46666.91,46686.17,2.97345891
1641011160.0,2022-01-01 04:26:00,46684.13,46714.82,46686.14,46697.91,6.57353032
1641011220.0,2022-01-01 04:27:00,46680.35,46716.75,46705.84,46690.46,3.37213076
1641011280.0,2022-01-01 04:28:00,46688.77,46713.89,46690.47,46713.89,4.71351269
1641011340.0,2022-01-01 04:29:00,46696.26,46713.88,46713.88,46700.54,4.42633552
1641011400.0,2022-01-01 04:30:00,46668.46,46701.12,46701.12,46679.14,8.39309803
1641011460.0,2022-01-01 04:31:00,46668.46,46693.4,46679.15,46669.34,9.56829811
1641011520.0,2022-01-01 04:32:00,46658.82,46692.39,46671.78,46686.22,7.71295817
1641011580.0,2022-01-01 04:33:00,46678.51,46690.0,46680.77,46686.29,5.11653628
1641011640.0,2022-01-01 04:34:00,46661.51,46686.9,46686.28,46662.78,2.47682143
1641011700.0,2022-01-01 04:35:00,46634.39,46672.26,46662.78,46640.16,4.44990082
1641011760.0,2022-01-01 04:36:00,46641.58,46666.71,46644.97,46652.49,5.74052028
1641011820.0,2022-01-01 04:37:00,46644.7,46665.0,46652.49,46655.02,8.04859811
1641011880.0,2022-01-01 04:38:00,46643.88,46665.0,46655.53,46664.99,4.99733903
1641011940.0,2022-01-01 04:39:00,46664.99,46690.0,46665.0,46684.44,5.92143806
1641012000.0,2022-01-01 04:40:00,46660.28,46709.06,46677.41,46705.2,13.10371387
1641012060.0,2022-01-01 04:41:00,46693.43,46725.0,46702.41,46725.0,9.40795352
1641012120.0,2022-01-01 04:42:00,46714.34,46737.36,46725.0,46737.36,10.53231059
1641012180.0,2022-01-01 04:43:00,46723.41,46739.99,46737.33,46739.99,7.0940136
1641012240.0,2022-01-01 04:44:00,46715.52,46749.0,46740.0,46728.57,8.60699108
1641012300.0,2022-01-01 04:45:00,46716.16,46777.68,46728.57,46775.16,10.56965804
1641012360.0,2022-01-01 04:46:00,46743.28,46789.58,46776.97,46757.4,11.49842127
1641012420.0,2022-01-01 04:47:00,46757.39,46784.59,46757.39,46774.34,9.37063922
1641012480.0,2022-01-01 04:48:00,46753.77,46774.34,46774.33,46760.53,4.26594735
1641012540.0,2022-01-01 04:49:00,46761.9,46816.24,46762.62,46816.24,5.15362757
1641012600.0,2022-01-01 04:50:00,46788.25,46833.99,46816.68,46801.19,2.98666699
1641012660.0,2022-01-01 04:51:00,46782.78,46818.16,46801.19,46817.59,7.40556864
1641012720.0,2022-01-01 04:52:00,46802.53,46826.98,46813.27,46807.99,2.69223984
1641012780.0,2022-01-01 04:53:00,46800.0,46823.11,46807.99,46804.78,3.60836592
1641012840.0,2022-01-01 04:54:00,46782.89,46816.04,46810.75,46787.0,5.17477734
1641012900.0,2022-01-01 04:55:00,46754.05,46791.78,46787.0,46768.75,7.30045986
1641012960.0,2022-01-01 04:56:00,46737.86,46768.75,46768.75,46752.85,3.63209458
1641013020.0,2022-01-01 04:57:00,46710.01,46753.71,46753.14,46710.01,9.7542803
1641013080.0,2022-01-01 04:58:00,46711.48,46728.84,46714.72,46717.18,8.23441974
1641013140.0,2022-01-01 04:59:00,46692.31,46718.0,46717.24,46701.29,11.97079989
1641013200.0,2022-01-01 05:00:00,46678.61,46724.0,46696.45,46724.0,12.89889084
1641013260.0,2022-01-01 05:01:00,46710.29,46742.76,46723.99,46719.51,19.19387871
1641013320.0,2022-01-01 05:02:00,46697.04,46719.5,46719.5,46713.31,3.67707583
1641013380.0,2022-01-01 05:03:00,46690.2,46715.84,46709.33,46694.78,3.75990914
