|timestamp|open|close|low|high|volume
0|2023-10-13 00:00:00|26745.49|26752.21|26741.64|26753.11|20.25384907
1|2023-10-13 00:05:00|26752.21|26781.24|26748.89|26789.0|23.79043437
2|2023-10-13 00:10:00|26782.51|26793.37|26767.82|26798.28|23.14155058
3|2023-10-13 00:15:00|26793.58|26817.95|26793.57|26840.3|89.27528359
4|2023-10-13 00:20:00|26817.95|26825.16|26817.95|26836.1|14.360626320000001
5|2023-10-13 00:25:00|26825.16|26832.03|26803.87|26832.63|13.147285340000002
6|2023-10-13 00:30:00|26832.06|26837.35|26827.97|26851.42|18.57176133
7|2023-10-13 00:35:00|26837.33|26812.7|26799.46|26844.57|9.512641859999999
8|2023-10-13 00:40:00|26811.01|26821.15|26805.93|26830.04|9.708928839999999
9|2023-10-13 00:45:00|26821.14|26811.31|26811.0|26831.52|7.638907270000001
10|2023-10-13 00:50:00|26811.31|26808.66|26795.81|26813.53|12.83679158
11|2023-10-13 00:55:00|26807.27|26821.91|26799.1|26825.01|19.998350470000002
12|2023-10-13 01:00:00|26821.92|26834.04|26816.55|26838.33|17.45695877
13|2023-10-13 01:05:00|26834.03|26816.4|26816.38|26871.0|26.34632577
14|2023-10-13 01:10:00|26813.17|26826.81|26807.68|26826.81|12.538707169999999
15|2023-10-13 01:15:00|26826.81|26802.0|26801.94|26828.73|16.458263449999997
16|2023-10-13 01:20:00|26803.37|26800.23|26797.1|26806.99|7.428524550000001
17|2023-10-13 01:25:00|26800.22|26802.39|26795.0|26805.25|10.15203742
18|2023-10-13 01:30:00|26802.39|26824.06|26798.21|26830.88|14.271919539999999
19|2023-10-13 01:35:00|26824.06|26813.83|26806.04|26824.06|13.88701088
20|2023-10-13 01:40:00|26814.26|26813.22|26803.53|26829.17|55.865754009999996
21|2023-10-13 01:45:00|26813.23|26804.05|26803.13|26818.45|20.90049401
22|2023-10-13 01:50:00|26804.05|26805.32|26804.05|26814.26|6.2478069099999995
23|2023-10-13 01:55:00|26805.31|26785.96|26778.9|26805.32|24.39137015
24|2023-10-13 02:00:00|26785.95|26778.78|26776.19|26794.82|13.027794440000001
25|2023-10-13 02:05:00|26778.79|26788.81|26778.59|26794.52|16.81061857
26|2023-10-13 02:10:00|26787.67|26781.43|26780.72|26794.82|12.62427696
27|2023-10-13 02:15:00|26783.32|26788.97|26778.44|26799.21|11.35050659
28|2023-10-13 02:20:00|26788.97|26797.51|26788.4|26798.9|7.682565589999999
29|2023-10-13 02:25:00|26797.5|26794.59|26789.95|26799.69|10.114411659999998
30|2023-10-13 02:30:00|26794.6|26784.54|26784.32|26797.97|5.19855821
31|2023-10-13 02:35:00|26784.54|26789.99|26773.83|26789.99|7.75747493
32|2023-10-13 02:40:00|26789.99|26789.88|26785.81|26795.35|18.174017990000003
33|2023-10-13 02:45:00|26789.88|26782.86|26778.06|26795.6|5.6704352600000005
34|2023-10-13 02:50:00|26782.85|26792.76|26780.45|26799.91|19.65063948
35|2023-10-13 02:55:00|26792.75|26797.92|26792.75|26802.56|23.20865138
36|2023-10-13 03:00:00|26797.9|26810.01|26796.8|26812.65|17.80222747
37|2023-10-13 03:05:00|26809.71|26808.5|26807.1|26814.6|7.81944049
38|2023-10-13 03:10:00|26808.5|26819.88|26802.57|26821.81|50.15397042
39|2023-10-13 03:15:00|26819.89|26799.0|26798.59|26824.94|15.47260698
40|2023-10-13 03:20:00|26798.99|26793.32|26790.2|26808.01|21.235711279999997
41|2023-10-13 03:25:00|26793.32|26789.67|26786.34|26795.37|6.6500444299999995
42|2023-10-13 03:30:00|26789.67|26781.72|26779.33|26791.74|11.780952000000001
43|2023-10-13 03:35:00|26781.73|26772.32|26767.19|26781.73|10.80897433
44|2023-10-13 03:40:00|26772.31|26774.63|26767.28|26780.71|11.441040030000002
45|2023-10-13 03:45:00|26774.12|26768.58|26761.26|26778.62|17.44738704
46|2023-10-13 03:50:00|26769.53|26767.9|26758.87|26778.0|29.329586759999998
47|2023-10-13 03:55:00|26767.9|26773.14|26763.18|26777.0|25.88913865
48|2023-10-13 04:00:00|26773.95|26769.02|26765.82|26779.32|35.57997661
49|2023-10-13 04:05:00|26769.01|26782.19|26769.0|26782.19|17.34921386
50|2023-10-13 04:10:00|26782.19|26785.63|26779.57|26788.39|8.23238271
51|2023-10-13 04:15:00|26785.62|26786.64|26780.96|26790.9|12.38655223
52|2023-10-13 04:20:00|26786.63|26792.8|26785.23|26792.81|8.51461328
53|2023-10-13 04:25:00|26792.81|26785.78|26785.77|26799.75|11.81503764
54|2023-10-13 04:30:00|26785.77|26792.29|26780.07|26796.94|5.64873907
55|2023-10-13 04:35:00|26792.28|26781.87|26781.78|26793.55|8.05380418
56|2023-10-13 04:40:00|26781.86|26785.19|26777.8|26787.32|5.336514310000001
57|2023-10-13 04:45:00|26785.74|26785.39|26776.31|26789.47|4.891733050000001
58|2023-10-13 04:50:00|26785.39|26793.8|26785.39|26798.06|8.66589111
59|2023-10-13 04:55:00|26793.8|26793.83|26784.43|26796.76|6.9033444600000005
60|2023-10-13 05:00:00|26794.11|26808.19|26793.5|26811.71|29.86272846
61|2023-10-13 05:05:00|26808.18|26798.0|26794.05|26808.19|18.238401529999997
62|2023-10-13 05:10:00|26798.0|26804.9|26791.78|26806.68|7.84511763
63|2023-10-13 05:15:00|26804.9|26803.81|26802.33|26812.82|5.7980542900000005
64|2023-10-13 05:20:00|26803.8|26787.72|26787.39|26803.8|5.38994237
65|2023-10-13 05:25:00|26787.52|26789.76|26781.34|26793.68|11.474438079999999
66|2023-10-13 05:30:00|26789.75|26789.56|26781.96|26791.2|7.24722668
67|2023-10-13 05:35:00|26789.56|26777.2|26776.98|26789.85|8.813893709999999
68|2023-10-13 05:40:00|26777.19|26785.63|26772.84|26789.35|5.705605610000001
69|2023-10-13 05:45:00|26785.63|26789.01|26784.91|26792.66|6.31198158
70|2023-10-13 05:50:00|26789.01|26810.43|26789.01|26820.43|12.188290339999998
71|2023-10-13 05:55:00|26811.1|26812.35|26807.97|26818.94|5.7629715
72|2023-10-13 06:00:00|26812.34|26798.8|26798.79|26817.52|8.92312305
73|2023-10-13 06:05:00|26798.79|26791.58|26791.01|26800.0|19.64415608
74|2023-10-13 06:10:00|26793.56|26794.92|26791.19|26798.79|4.15221569
75|2023-10-13 06:15:00|26794.92|26797.29|26793.69|26803.21|45.15637148
76|2023-10-13 06:20:00|26797.28|26798.28|26793.78|26799.57|2.71069137
77|2023-10-13 06:25:00|26798.28|26794.25|26791.48|26799.53|2.7976592399999998
78|2023-10-13 06:30:00|26794.24|26801.35|26794.24|26801.35|3.41003851
79|2023-10-13 06:35:00|26801.35|26822.45|26801.35|26822.62|4.86957073
80|2023-10-13 06:40:00|26822.21|26834.85|26822.19|26844.14|15.59376379
81|2023-10-13 06:45:00|26833.87|26830.74|26830.73|26848.98|15.25227333
82|2023-10-13 06:50:00|26830.74|26798.07|26794.5|26830.74|12.386556780000001
83|2023-10-13 06:55:00|26798.37|26797.17|26794.54|26802.57|3.5214364
84|2023-10-13 07:00:00|26797.16|26823.49|26797.16|26829.63|9.045279579999999
85|2023-10-13 07:05:00|26824.41|26848.75|26819.18|26848.85|14.52079043
86|2023-10-13 07:10:00|26846.98|26860.11|26844.05|26872.21|36.02042337
87|2023-10-13 07:15:00|26860.11|26884.26|26843.4|26889.95|66.15541443
88|2023-10-13 07:20:00|26883.15|26869.24|26856.48|26891.72|18.6829681
89|2023-10-13 07:25:00|26868.64|26874.45|26865.01|26887.86|15.467530049999999
90|2023-10-13 07:30:00|26874.44|26916.54|26874.44|26933.3|64.79794482
91|2023-10-13 07:35:00|26915.04|26886.06|26870.04|26915.72|49.987087009999996
92|2023-10-13 07:40:00|26887.44|26867.84|26867.83|26891.22|16.74452564
93|2023-10-13 07:45:00|26867.87|26851.82|26838.8|26871.52|24.25963456
94|2023-10-13 07:50:00|26851.82|26854.57|26839.12|26855.65|19.21970243
95|2023-10-13 07:55:00|26855.59|26863.22|26851.81|26868.34|14.651038069999998
96|2023-10-13 08:00:00|26862.69|26883.96|26862.68|26888.49|20.96387413
97|2023-10-13 08:05:00|26883.77|26875.33|26872.59|26897.52|17.52053598
98|2023-10-13 08:10:00|26875.33|26867.67|26866.98|26884.81|19.093499819999998
99|2023-10-13 08:15:00|26866.23|26847.35|26844.88|26880.5|19.31606289
100|2023-10-13 08:20:00|26846.63|26855.11|26837.29|26863.33|35.347712
101|2023-10-13 08:25:00|26855.1|26844.55|26839.12|26855.1|25.693974809999997
102|2023-10-13 08:30:00|26844.93|26827.37|26827.0|26849.78|29.617503329999998
103|2023-10-13 08:35:00|26827.37|26810.64|26805.01|26833.01|14.85062206
104|2023-10-13 08:40:00|26810.99|26797.61|26797.61|26816.01|8.061277429999999
105|2023-10-13 08:45:00|26797.6|26793.68|26789.03|26807.97|16.20729197
106|2023-10-13 08:50:00|26793.68|26793.1|26785.0|26800.95|5.407140169999999
107|2023-10-13 08:55:00|26792.52|26788.86|26787.52|26796.14|4.66360074
108|2023-10-13 09:00:00|26787.81|26793.55|26785.01|26805.05|10.15311308
109|2023-10-13 09:05:00|26792.5|26780.52|26774.99|26793.86|8.08160116
110|2023-10-13 09:10:00|26778.33|26795.15|26775.68|26796.11|5.49494509
111|2023-10-13 09:15:00|26795.15|26806.14|26791.69|26810.05|8.972385130000001
112|2023-10-13 09:20:00|26806.13|26807.73|26798.11|26809.31|2.9133107799999998
113|2023-10-13 09:25:00|26807.73|26810.49|26804.98|26815.78|18.359012149999998
114|2023-10-13 09:30:00|26810.19|26785.16|26785.15|26814.44|6.2291760400000005
115|2023-10-13 09:35:00|26785.16|26768.67|26763.31|26785.16|17.42827522
116|2023-10-13 09:40:00|26768.66|26763.05|26751.51|26769.88|11.90486036
117|2023-10-13 09:45:00|26763.04|26765.9|26751.45|26768.59|12.46840294
118|2023-10-13 09:50:00|26765.9|26755.14|26750.62|26770.03|4.011585370000001
